wave,cl5_398645626ccs_f0030004ccam02013p3,cl5_398646038ccs_f0030004ccam03013p3
576.64545,10700000000.0,9200000000.0
576.86542,8980000000.0,8760000000.0
577.08539,8490000000.0,8540000000.0
577.30536,8750000000.0,7980000000.0
577.52533,8960000000.0,7850000000.0
577.74524,9270000000.0,7890000000.0
577.96515,9260000000.0,7550000000.0
578.18506,9570000000.0,7420000000.0
578.40497,9660000000.0,7180000000.0
578.62482,9360000000.0,6720000000.0
578.84467,8050000000.0,5870000000.0
579.06451,6820000000.0,5200000000.0
579.28436,5170000000.0,4250000000.0
579.50415,5030000000.0,4050000000.0
579.72394,5500000000.0,3430000000.0
579.94373,4780000000.0,2870000000.0
580.16351,3840000000.0,2310000000.0
580.38324,3110000000.0,1780000000.0
580.60297,2490000000.0,1260000000.0
580.82269,2240000000.0,791000000.0
581.04242,741000000.0,255000000.0
581.26215,-125000000.0,108000000.0
581.48181,1050000000.0,585000000.0
581.70148,3730000000.0,1750000000.0
581.92114,6010000000.0,2840000000.0
582.14075,8580000000.0,4150000000.0
582.36041,10900000000.0,5440000000.0
582.58002,14400000000.0,6680000000.0
582.79962,18400000000.0,7840000000.0
583.01917,21600000000.0,9170000000.0
583.23877,22200000000.0,9920000000.0
583.45831,23000000000.0,10300000000.0
583.67786,24900000000.0,11100000000.0
583.89734,24800000000.0,10800000000.0
584.11688,25500000000.0,11200000000.0
584.33636,26100000000.0,11600000000.0
584.55585,29100000000.0,13000000000.0
584.77533,31400000000.0,13900000000.0
584.99475,34200000000.0,15600000000.0
585.21417,39800000000.0,18700000000.0
585.43359,49800000000.0,24600000000.0
585.65302,63600000000.0,33200000000.0
585.87244,86800000000.0,46900000000.0
586.0918,83300000000.0,43800000000.0
586.31116,62900000000.0,29100000000.0
586.53052,56300000000.0,22600000000.0
586.74982,61300000000.0,22700000000.0
586.96918,67600000000.0,24300000000.0
587.18848,63100000000.0,22500000000.0
587.40778,64600000000.0,22200000000.0
587.62701,72300000000.0,23400000000.0
587.84631,92800000000.0,27300000000.0
588.06555,131000000000.0,34000000000.0
588.28479,210000000000.0,48500000000.0
588.50403,353000000000.0,74400000000.0
588.72321,590000000000.0,117000000000.0
588.94238,1010000000000.0,190000000000.0
589.16156,1510000000000.0,281000000000.0
589.38074,1330000000000.0,250000000000.0
589.59991,1040000000000.0,200000000000.0
589.81903,996000000000.0,193000000000.0
590.03815,583000000000.0,119000000000.0
590.25726,211000000000.0,54200000000.0
590.47632,96100000000.0,34500000000.0
590.69543,73800000000.0,30000000000.0
590.91449,65700000000.0,28200000000.0
591.13354,59900000000.0,27700000000.0
591.35254,56400000000.0,27700000000.0
591.57159,55800000000.0,27900000000.0
591.79059,53100000000.0,27800000000.0
592.00958,49700000000.0,27100000000.0
592.22852,45300000000.0,25700000000.0
592.44751,44000000000.0,26400000000.0
592.66644,41600000000.0,25600000000.0
592.88538,40900000000.0,26500000000.0
593.10431,39600000000.0,26000000000.0
593.32318,39400000000.0,26100000000.0
593.54211,35400000000.0,25100000000.0
593.76099,34000000000.0,24900000000.0
593.9798,33500000000.0,25300000000.0
594.19867,31800000000.0,24900000000.0
594.41748,30800000000.0,25200000000.0
594.63629,30000000000.0,25400000000.0
594.8551,29500000000.0,24700000000.0
595.07391,31400000000.0,25400000000.0
595.29266,35700000000.0,26600000000.0
595.51141,39000000000.0,27300000000.0
595.73016,42400000000.0,27800000000.0
595.94891,44800000000.0,28200000000.0
596.1676,47000000000.0,29000000000.0
596.38635,41300000000.0,27400000000.0
596.60504,36200000000.0,25700000000.0
596.82367,32600000000.0,23600000000.0
597.04236,30600000000.0,22500000000.0
597.26099,30700000000.0,21500000000.0
597.47961,33800000000.0,21400000000.0
597.69824,40400000000.0,22300000000.0
597.91687,50700000000.0,24200000000.0
598.13544,59800000000.0,25700000000.0
598.354,55800000000.0,24800000000.0
598.57257,44100000000.0,22000000000.0
598.79108,33500000000.0,18300000000.0
599.00964,26300000000.0,15100000000.0
599.22815,21400000000.0,12700000000.0
599.44666,19800000000.0,11600000000.0
599.66516,17400000000.0,9890000000.0
599.88361,16500000000.0,8630000000.0
600.10205,15200000000.0,7490000000.0
600.3205,14700000000.0,6630000000.0
600.53894,13300000000.0,5990000000.0
600.75732,11800000000.0,4800000000.0
600.97577,10600000000.0,3240000000.0
601.19415,9230000000.0,1570000000.0
601.41248,9130000000.0,530000000.0
601.63086,8690000000.0,169000000.0
601.84918,9630000000.0,195000000.0
602.0675,10800000000.0,308000000.0
602.28583,11900000000.0,448000000.0
602.50415,12900000000.0,663000000.0
602.72241,11300000000.0,599000000.0
602.94067,9560000000.0,27468301.0
603.15894,9180000000.0,76840065.0
603.3772,8770000000.0,94051523.0
603.5954,7870000000.0,55195818.0
603.81366,6480000000.0,92772995.0
604.03186,6870000000.0,119000000.0
604.25,7410000000.0,720000000.0
604.4682,7820000000.0,1550000000.0
604.68634,7760000000.0,1640000000.0
604.90448,8050000000.0,2140000000.0
605.12262,7970000000.0,2570000000.0
605.34076,8130000000.0,3120000000.0
605.55884,8330000000.0,3540000000.0
605.77692,7890000000.0,4220000000.0
605.995,7170000000.0,4200000000.0
606.21301,6540000000.0,3960000000.0
606.43109,5910000000.0,3790000000.0
606.64911,5890000000.0,3600000000.0
606.86713,4080000000.0,3510000000.0
607.08514,1870000000.0,2600000000.0
607.3031,446000000.0,2160000000.0
607.52106,233000000.0,2420000000.0
607.73901,-313000000.0,2970000000.0
607.95697,32024464.0,3710000000.0
608.17487,377000000.0,4230000000.0
608.39282,282000000.0,5710000000.0
608.61072,1060000000.0,6880000000.0
608.82861,1900000000.0,8610000000.0
609.04645,2440000000.0,12100000000.0
609.26428,3760000000.0,16400000000.0
609.48218,5640000000.0,25500000000.0
609.69995,10500000000.0,42600000000.0
609.91779,17400000000.0,70800000000.0
610.13556,22500000000.0,104000000000.0
610.35339,35000000000.0,160000000000.0
610.57117,35800000000.0,194000000000.0
610.78888,15700000000.0,110000000000.0
611.00665,6210000000.0,36800000000.0
611.22437,6830000000.0,16900000000.0
611.44208,11100000000.0,16500000000.0
611.65979,20400000000.0,21000000000.0
611.87744,34500000000.0,30000000000.0
612.09509,53900000000.0,41800000000.0
612.31274,89800000000.0,64400000000.0
612.5304,87200000000.0,63000000000.0
612.74805,38000000000.0,30700000000.0
612.96564,12400000000.0,13500000000.0
613.18323,6350000000.0,8780000000.0
613.40082,5650000000.0,7640000000.0
613.61841,7960000000.0,7750000000.0
613.83594,11300000000.0,8730000000.0
614.05347,12500000000.0,9100000000.0
614.271,10800000000.0,8850000000.0
614.48853,10600000000.0,8840000000.0
614.70599,10700000000.0,8620000000.0
614.92352,14200000000.0,9670000000.0
615.14099,20300000000.0,11900000000.0
615.3584,31700000000.0,16500000000.0
615.57587,51400000000.0,25500000000.0
615.79327,78400000000.0,39200000000.0
616.01068,111000000000.0,57800000000.0
616.22809,167000000000.0,91100000000.0
616.4455,196000000000.0,113000000000.0
616.66284,130000000000.0,78000000000.0
616.88019,71100000000.0,44300000000.0
617.09753,59200000000.0,37300000000.0
617.31488,46700000000.0,28400000000.0
617.53217,26700000000.0,14800000000.0
617.74945,17900000000.0,8440000000.0
617.96674,15700000000.0,6730000000.0
618.18402,13800000000.0,5380000000.0
618.40125,12300000000.0,4550000000.0
618.61853,11000000000.0,3660000000.0
618.83575,9490000000.0,2610000000.0
619.05292,9910000000.0,2230000000.0
619.27014,10800000000.0,1850000000.0
619.4873,9800000000.0,1590000000.0
619.70447,6570000000.0,521000000.0
619.92163,5210000000.0,315000000.0
620.13879,5600000000.0,215000000.0
620.3559,5930000000.0,49183125.0
620.573,6090000000.0,308000000.0
620.7901,6460000000.0,499000000.0
621.0072,5620000000.0,633000000.0
621.22424,4710000000.0,785000000.0
621.44128,4560000000.0,932000000.0
621.65833,5610000000.0,1080000000.0
621.87537,6850000000.0,1190000000.0
622.09235,7810000000.0,1610000000.0
622.30939,9940000000.0,2110000000.0
622.52637,13000000000.0,2760000000.0
622.74329,17000000000.0,3440000000.0
622.96027,22200000000.0,4110000000.0
623.17719,28000000000.0,5370000000.0
623.3941,31600000000.0,5980000000.0
623.61102,29500000000.0,5330000000.0
623.82794,26200000000.0,4620000000.0
624.0448,25800000000.0,4460000000.0
624.26166,30800000000.0,5090000000.0
624.47852,36800000000.0,6110000000.0
624.69537,40100000000.0,6900000000.0
624.91217,33800000000.0,6690000000.0
625.12897,25100000000.0,5710000000.0
625.34576,20000000000.0,4800000000.0
625.56256,18900000000.0,4580000000.0
625.77936,19100000000.0,4300000000.0
625.99609,20900000000.0,3890000000.0
626.21283,17500000000.0,3230000000.0
626.42957,9690000000.0,2000000000.0
626.64624,4780000000.0,918000000.0
626.86298,2960000000.0,735000000.0
627.07965,2360000000.0,513000000.0
627.29626,1850000000.0,683000000.0
627.51294,1510000000.0,583000000.0
627.72955,1220000000.0,485000000.0
627.94623,992000000.0,413000000.0
628.16278,809000000.0,340000000.0
628.37939,545000000.0,243000000.0
628.59601,237000000.0,153000000.0
628.81256,78481820.0,104000000.0
629.02911,-195000000.0,92227603.0
629.24561,348000000.0,79320466.0
629.46216,797000000.0,56754848.0
629.67865,1310000000.0,97836813.0
629.89514,2090000000.0,274000000.0
630.11163,3000000000.0,559000000.0
630.32812,4270000000.0,1020000000.0
630.54456,4370000000.0,1120000000.0
630.76099,2730000000.0,903000000.0
630.97742,2490000000.0,1100000000.0
631.19379,3460000000.0,1270000000.0
631.41022,4580000000.0,1870000000.0
631.62659,5740000000.0,2430000000.0
631.84296,7090000000.0,2990000000.0
632.05933,7980000000.0,3410000000.0
632.27563,7680000000.0,3480000000.0
632.49194,8320000000.0,3520000000.0
632.70825,9610000000.0,4180000000.0
632.92456,12400000000.0,5270000000.0
633.14081,16400000000.0,7010000000.0
633.35712,23600000000.0,9620000000.0
633.57336,36500000000.0,14400000000.0
633.78955,54800000000.0,21000000000.0
634.0058,81900000000.0,30800000000.0
634.22198,119000000000.0,43400000000.0
634.43817,169000000000.0,59800000000.0
634.65436,238000000000.0,80100000000.0
634.87054,275000000000.0,87600000000.0
635.08667,185000000000.0,59100000000.0
635.3028,77900000000.0,27700000000.0
635.51892,35600000000.0,14700000000.0
635.73505,26600000000.0,11700000000.0
635.95111,27700000000.0,11900000000.0
636.16724,33300000000.0,14200000000.0
636.3833,43700000000.0,17600000000.0
636.5993,58000000000.0,21900000000.0
636.81537,80200000000.0,28400000000.0
637.03137,110000000000.0,36900000000.0
637.24738,137000000000.0,43500000000.0
637.46338,104000000000.0,32400000000.0
637.67932,44900000000.0,14700000000.0
637.89532,17000000000.0,6260000000.0
638.11127,8170000000.0,2920000000.0
638.32721,5160000000.0,1760000000.0
638.54309,3300000000.0,1070000000.0
638.75903,2840000000.0,629000000.0
638.97491,1930000000.0,160000000.0
639.1908,2490000000.0,21478751.0
639.40662,4120000000.0,474000000.0
639.6225,5160000000.0,988000000.0
639.83832,4840000000.0,1060000000.0
640.05414,6640000000.0,1240000000.0
640.26996,7740000000.0,1440000000.0
640.48572,4200000000.0,579000000.0
640.70154,1920000000.0,78222766.0
640.9173,2650000000.0,274000000.0
641.133,3670000000.0,344000000.0
641.34875,3860000000.0,373000000.0
641.56445,3150000000.0,12560397.0
641.78015,2340000000.0,-4866397.1
641.99585,2520000000.0,377000000.0
642.21155,3310000000.0,758000000.0
642.42719,4150000000.0,1060000000.0
642.64282,4210000000.0,1780000000.0
642.85846,7340000000.0,3810000000.0
643.0741,14500000000.0,8650000000.0
643.28967,26900000000.0,15900000000.0
643.50525,41900000000.0,25800000000.0
643.72083,64700000000.0,39900000000.0
643.9364,106000000000.0,65300000000.0
644.15198,127000000000.0,78100000000.0
644.36749,66900000000.0,42500000000.0
644.58301,23600000000.0,16200000000.0
644.79852,19900000000.0,13500000000.0
645.01398,29100000000.0,19100000000.0
645.22943,35700000000.0,23400000000.0
645.44495,36200000000.0,21500000000.0
645.66034,37200000000.0,20800000000.0
645.87579,47800000000.0,27100000000.0
646.09119,62900000000.0,37700000000.0
646.30658,90500000000.0,56300000000.0
646.52197,98400000000.0,62600000000.0
646.73737,49000000000.0,31900000000.0
646.9527,18900000000.0,12800000000.0
647.16809,16200000000.0,11600000000.0
647.38342,18100000000.0,13100000000.0
647.59869,10500000000.0,7660000000.0
647.81403,4200000000.0,2560000000.0
648.0293,3330000000.0,1640000000.0
648.24457,3760000000.0,2200000000.0
648.45984,7190000000.0,3580000000.0
648.67505,10500000000.0,6520000000.0
648.89032,17800000000.0,10600000000.0
649.10553,26900000000.0,16600000000.0
649.32068,42600000000.0,27200000000.0
649.53589,63500000000.0,40200000000.0
649.75104,53300000000.0,32600000000.0
649.96619,26800000000.0,16100000000.0
650.18134,16300000000.0,11400000000.0
650.39648,7850000000.0,5630000000.0
650.61157,2240000000.0,1420000000.0
650.82672,1110000000.0,237000000.0
651.04175,485000000.0,51126585.0
651.25684,418000000.0,-260000000.0
651.47192,312000000.0,-330000000.0
651.68695,165000000.0,-493000000.0
651.90198,62746987.0,-429000000.0
652.117,42927759.0,-431000000.0
652.33197,392000000.0,-425000000.0
652.54694,107000000.0,-360000000.0
652.7619,13595712.0,-262000000.0
652.97687,118000000.0,-150000000.0
653.19183,348000000.0,-34482200.0
653.40674,674000000.0,115000000.0
653.62164,1050000000.0,329000000.0
653.83655,1510000000.0,585000000.0
654.05145,2200000000.0,836000000.0
654.2663,3230000000.0,1110000000.0
654.48114,4040000000.0,1290000000.0
654.69598,6080000000.0,1800000000.0
654.91083,6970000000.0,2150000000.0
655.12561,7800000000.0,2500000000.0
655.34039,9600000000.0,2690000000.0
655.55518,11300000000.0,3310000000.0
655.76996,13800000000.0,3750000000.0
655.98468,16300000000.0,4460000000.0
656.19946,19100000000.0,5160000000.0
656.41418,22500000000.0,6270000000.0
656.62885,24800000000.0,7560000000.0
656.84357,25500000000.0,9130000000.0
657.05823,28400000000.0,11100000000.0
657.27289,34700000000.0,14000000000.0
657.48755,42300000000.0,17500000000.0
657.70221,51200000000.0,20800000000.0
657.91681,60300000000.0,24000000000.0
658.13141,58100000000.0,23300000000.0
658.34601,45200000000.0,18900000000.0
658.56061,34800000000.0,14900000000.0
658.77515,21900000000.0,10500000000.0
658.98969,14200000000.0,7450000000.0
659.20422,9910000000.0,5830000000.0
659.41876,8400000000.0,5370000000.0
659.63324,7020000000.0,4880000000.0
659.84772,4600000000.0,4110000000.0
660.06219,2780000000.0,3790000000.0
660.27667,2240000000.0,3770000000.0
660.49115,1720000000.0,3730000000.0
660.70557,1250000000.0,3740000000.0
660.91998,542000000.0,3650000000.0
661.1344,999000000.0,3800000000.0
661.34875,592000000.0,3990000000.0
661.56311,-78650144.0,4000000000.0
661.77747,-13544476.0,4250000000.0
661.99182,37491537.0,4550000000.0
662.20618,79577726.0,4440000000.0
662.42047,172000000.0,4730000000.0
662.63477,358000000.0,4930000000.0
662.84906,558000000.0,5150000000.0
663.06335,699000000.0,5490000000.0
663.27759,914000000.0,5870000000.0
663.49182,1410000000.0,6160000000.0
663.70605,2100000000.0,6760000000.0
663.92029,2700000000.0,7290000000.0
664.13446,3280000000.0,7840000000.0
664.34869,2880000000.0,8210000000.0
664.56287,2390000000.0,7870000000.0
664.77698,2140000000.0,7910000000.0
664.99115,1940000000.0,8140000000.0
665.20526,2890000000.0,8730000000.0
665.41937,4770000000.0,9600000000.0
665.63348,6660000000.0,10600000000.0
665.84753,8440000000.0,11500000000.0
666.06165,10400000000.0,12300000000.0
666.2757,11900000000.0,12900000000.0
666.48969,11500000000.0,13100000000.0
666.70374,10900000000.0,13400000000.0
666.91772,11600000000.0,13600000000.0
667.13171,12800000000.0,14700000000.0
667.3457,13500000000.0,15400000000.0
667.55969,10300000000.0,15200000000.0
667.77362,6400000000.0,14400000000.0
667.98755,5760000000.0,14500000000.0
668.20148,3810000000.0,15100000000.0
668.41541,1720000000.0,15600000000.0
668.62927,1360000000.0,16500000000.0
668.8432,1200000000.0,17800000000.0
669.05707,1320000000.0,19700000000.0
669.27087,1300000000.0,23600000000.0
669.48474,2660000000.0,30800000000.0
669.69855,4330000000.0,44900000000.0
669.91235,7310000000.0,72700000000.0
670.12616,10400000000.0,117000000000.0
670.3399,13000000000.0,170000000000.0
670.55371,17300000000.0,247000000000.0
670.76746,29300000000.0,388000000000.0
670.98114,39500000000.0,490000000000.0
671.19489,27200000000.0,313000000000.0
671.40857,13700000000.0,101000000000.0
671.62225,14800000000.0,44000000000.0
671.83594,21500000000.0,36300000000.0
672.04962,23100000000.0,33500000000.0
672.26324,14600000000.0,25500000000.0
672.47687,7830000000.0,19600000000.0
672.69049,4500000000.0,16300000000.0
672.90411,2740000000.0,14800000000.0
673.11768,1870000000.0,13300000000.0
673.33124,913000000.0,12100000000.0
673.5448,876000000.0,11400000000.0
673.75836,983000000.0,10800000000.0
673.97186,1260000000.0,10400000000.0
674.18536,1640000000.0,10100000000.0
674.39886,2130000000.0,9910000000.0
674.61237,2710000000.0,9990000000.0
674.82587,3180000000.0,9960000000.0
675.03931,3810000000.0,9770000000.0
675.25275,3490000000.0,9460000000.0
675.46619,2260000000.0,8740000000.0
675.67957,1140000000.0,8150000000.0
675.89294,252000000.0,7580000000.0
676.10632,-278000000.0,7030000000.0
676.3197,-486000000.0,6770000000.0
676.53308,-427000000.0,6640000000.0
676.7464,-77204440.0,6370000000.0
676.95972,588000000.0,6260000000.0
677.17303,1290000000.0,6230000000.0
677.38629,2890000000.0,6700000000.0
677.59961,4670000000.0,7030000000.0
677.81287,6650000000.0,7750000000.0
678.02612,9280000000.0,8540000000.0
678.23932,10900000000.0,9060000000.0
678.45258,11000000000.0,8820000000.0
678.66577,9850000000.0,8050000000.0
678.87897,7050000000.0,6770000000.0
679.0921,4840000000.0,5960000000.0
679.3053,3280000000.0,5160000000.0
679.51843,2890000000.0,4900000000.0
679.73157,2450000000.0,4520000000.0
679.9447,2020000000.0,4200000000.0
680.15778,1760000000.0,4010000000.0
680.37085,1720000000.0,3670000000.0
680.58392,960000000.0,3380000000.0
680.797,445000000.0,3070000000.0
681.01007,34555581.0,2870000000.0
681.22308,452000000.0,2740000000.0
681.4361,892000000.0,2560000000.0
681.64911,1390000000.0,2480000000.0
681.86206,1930000000.0,2430000000.0
682.07501,2520000000.0,2430000000.0
682.28796,3060000000.0,2390000000.0
682.50092,3630000000.0,2400000000.0
682.71387,4650000000.0,2540000000.0
682.92676,4140000000.0,2220000000.0
683.13965,3930000000.0,2210000000.0
683.35254,3810000000.0,2150000000.0
683.56537,4420000000.0,1900000000.0
683.77826,6160000000.0,2220000000.0
683.99109,8150000000.0,2450000000.0
684.20392,8410000000.0,2670000000.0
684.41669,6780000000.0,2660000000.0
684.62952,5170000000.0,2320000000.0
684.84229,4500000000.0,2120000000.0
685.05505,3640000000.0,1980000000.0
685.26776,3720000000.0,1930000000.0
685.48053,3700000000.0,1890000000.0
685.69324,3530000000.0,1810000000.0
685.90594,3160000000.0,1660000000.0
686.11859,2640000000.0,1440000000.0
686.3313,2130000000.0,1200000000.0
686.54395,1960000000.0,969000000.0
686.75659,1180000000.0,750000000.0
686.96924,674000000.0,584000000.0
687.18182,403000000.0,459000000.0
687.39441,246000000.0,370000000.0
687.60699,79706150.0,310000000.0
687.81958,-69825003.0,350000000.0
688.03217,-365000000.0,94146877.0
688.24469,108000000.0,162000000.0
688.45721,470000000.0,233000000.0
688.66974,654000000.0,419000000.0
688.8822,316000000.0,302000000.0
689.09467,1230000000.0,260000000.0
689.30713,892000000.0,175000000.0
689.51959,1480000000.0,441000000.0
689.73206,2130000000.0,631000000.0
689.94446,2610000000.0,849000000.0
690.15686,2680000000.0,623000000.0
690.36926,3670000000.0,1170000000.0
690.5816,4920000000.0,1240000000.0
690.79401,5180000000.0,1280000000.0
691.00635,5580000000.0,1450000000.0
691.21869,5650000000.0,1260000000.0
691.43097,5530000000.0,1100000000.0
691.64331,5180000000.0,905000000.0
691.85559,4630000000.0,628000000.0
692.06781,5170000000.0,715000000.0
692.28009,5840000000.0,730000000.0
692.49231,5680000000.0,747000000.0
692.70459,4720000000.0,460000000.0
692.91675,3840000000.0,216000000.0
693.12897,2960000000.0,-15745883.0
693.34113,2160000000.0,-219000000.0
693.55334,2190000000.0,-382000000.0
693.76544,2340000000.0,-506000000.0
693.9776,2830000000.0,-583000000.0
694.18976,1950000000.0,-684000000.0
694.40186,835000000.0,-946000000.0
694.61395,516000000.0,-879000000.0
694.82599,305000000.0,-881000000.0
695.03809,232000000.0,-974000000.0
695.25012,289000000.0,-818000000.0
695.46216,750000000.0,-725000000.0
695.67413,567000000.0,-696000000.0
695.88617,504000000.0,-748000000.0
696.09814,23881903.0,-771000000.0
696.31012,529000000.0,-765000000.0
696.52209,597000000.0,-713000000.0
696.73401,376000000.0,-663000000.0
696.94592,191000000.0,-614000000.0
697.15784,248000000.0,-553000000.0
697.36975,472000000.0,-395000000.0
697.58167,737000000.0,-631000000.0
697.79352,986000000.0,-458000000.0
698.00537,1180000000.0,-364000000.0
698.21722,1150000000.0,-300000000.0
698.42902,941000000.0,-282000000.0
698.64081,687000000.0,-274000000.0
698.8526,585000000.0,-236000000.0
699.06439,677000000.0,-177000000.0
699.27618,949000000.0,-128000000.0
699.48792,1460000000.0,-46539970.0
699.69965,2210000000.0,131000000.0
699.91138,3130000000.0,361000000.0
700.12305,4240000000.0,592000000.0
700.33472,5090000000.0,619000000.0
700.54645,6150000000.0,1170000000.0
700.75806,5540000000.0,1200000000.0
700.96973,5070000000.0,1250000000.0
701.18134,4640000000.0,1150000000.0
701.39294,3910000000.0,1320000000.0
701.60455,4150000000.0,1490000000.0
701.81616,4200000000.0,1940000000.0
702.02771,4100000000.0,2240000000.0
702.23926,3770000000.0,2710000000.0
702.45081,4690000000.0,3710000000.0
702.66229,4550000000.0,4670000000.0
702.87384,5340000000.0,6090000000.0
703.08533,6740000000.0,7540000000.0
703.29675,9860000000.0,8780000000.0
703.50824,14600000000.0,8100000000.0
703.71967,23100000000.0,6930000000.0
703.93109,33000000000.0,7260000000.0
704.14252,45400000000.0,8100000000.0
704.35394,53700000000.0,8800000000.0
704.56531,41100000000.0,7120000000.0
704.77667,21700000000.0,4480000000.0
704.98804,16000000000.0,3880000000.0
705.1994,18300000000.0,4270000000.0
705.41071,23100000000.0,4760000000.0
705.62201,31300000000.0,5780000000.0
705.83331,36500000000.0,6120000000.0
706.04462,29100000000.0,5270000000.0
706.25586,19600000000.0,4340000000.0
706.4671,17400000000.0,4060000000.0
706.67834,13600000000.0,3370000000.0
706.88959,7720000000.0,2670000000.0
707.10077,4670000000.0,2270000000.0
707.31195,3230000000.0,1830000000.0
707.52313,1550000000.0,1670000000.0
707.73425,1110000000.0,1520000000.0
707.94543,701000000.0,1330000000.0
708.15656,426000000.0,1440000000.0
708.36768,-40226278.0,1560000000.0
708.57874,712000000.0,1670000000.0
708.78986,1360000000.0,1860000000.0
709.00092,2260000000.0,2190000000.0
709.21198,2230000000.0,2250000000.0
709.42297,2290000000.0,2330000000.0
709.63403,2410000000.0,2380000000.0
709.84503,2780000000.0,2510000000.0
710.05603,3390000000.0,2760000000.0
710.26697,4120000000.0,3100000000.0
710.47797,4450000000.0,3590000000.0
710.6889,6370000000.0,4080000000.0
710.89984,8960000000.0,5130000000.0
711.11072,11300000000.0,6000000000.0
711.32166,14200000000.0,6880000000.0
711.53253,15500000000.0,7680000000.0
711.74341,15700000000.0,7720000000.0
711.95422,15200000000.0,7380000000.0
712.1651,13100000000.0,7200000000.0
712.37592,11300000000.0,6390000000.0
712.58673,9660000000.0,5870000000.0
712.79749,9350000000.0,5510000000.0
713.0083,9130000000.0,5680000000.0
713.21906,9050000000.0,5790000000.0
713.42981,9050000000.0,6010000000.0
713.6405,8750000000.0,6100000000.0
713.85126,8330000000.0,6680000000.0
714.06195,11100000000.0,8670000000.0
714.27264,18600000000.0,14200000000.0
714.48328,33300000000.0,24400000000.0
714.69397,52400000000.0,37300000000.0
714.9046,81700000000.0,56400000000.0
715.11517,86300000000.0,58700000000.0
715.32581,43500000000.0,28500000000.0
715.53638,37900000000.0,16800000000.0
715.74701,38200000000.0,17900000000.0
715.95752,43600000000.0,19800000000.0
716.16809,32000000000.0,15900000000.0
716.3786,19100000000.0,11100000000.0
716.58911,13300000000.0,8700000000.0
716.79962,10900000000.0,7330000000.0
717.01013,7330000000.0,6200000000.0
717.22058,6320000000.0,5500000000.0
717.43103,5180000000.0,5100000000.0
717.64148,4010000000.0,4780000000.0
717.85193,4270000000.0,4400000000.0
718.06232,4650000000.0,4200000000.0
718.27271,4780000000.0,4440000000.0
718.48309,6460000000.0,4630000000.0
718.69348,8030000000.0,5000000000.0
718.90381,10400000000.0,5630000000.0
719.11414,9230000000.0,5460000000.0
719.32446,5150000000.0,4470000000.0
719.53473,4480000000.0,5090000000.0
719.74506,8230000000.0,8130000000.0
719.95532,15200000000.0,13300000000.0
720.16553,25700000000.0,20600000000.0
720.37579,40400000000.0,30900000000.0
720.586,33900000000.0,24300000000.0
720.7962,16800000000.0,10200000000.0
721.00641,14100000000.0,6370000000.0
721.21661,12000000000.0,5060000000.0
721.42676,7930000000.0,4230000000.0
721.6369,6810000000.0,4280000000.0
721.84705,8150000000.0,4540000000.0
722.05713,8890000000.0,5240000000.0
722.26727,11300000000.0,6270000000.0
722.47736,15700000000.0,7940000000.0
722.68738,21500000000.0,10000000000.0
722.89746,29300000000.0,13500000000.0
723.10748,39200000000.0,16800000000.0
723.3175,48700000000.0,20400000000.0
723.52753,51300000000.0,21000000000.0
723.73749,50300000000.0,20400000000.0
723.94751,42500000000.0,17200000000.0
724.15747,27300000000.0,11700000000.0
724.36737,17700000000.0,7570000000.0
724.57733,13500000000.0,5820000000.0
724.78723,11500000000.0,4740000000.0
724.99713,8900000000.0,3750000000.0
725.20703,9130000000.0,3660000000.0
725.41687,9560000000.0,3500000000.0
725.62671,9550000000.0,3470000000.0
725.83655,7910000000.0,3420000000.0
726.04639,6630000000.0,3100000000.0
726.25616,5130000000.0,2800000000.0
726.466,4530000000.0,2520000000.0
726.67578,3450000000.0,2180000000.0
726.8855,3470000000.0,2190000000.0
727.09528,3250000000.0,2120000000.0
727.30499,3160000000.0,1970000000.0
727.51471,3200000000.0,2050000000.0
727.72437,3400000000.0,2050000000.0
727.93408,3640000000.0,2060000000.0
728.14374,3860000000.0,2100000000.0
728.35339,4200000000.0,2210000000.0
728.56299,4520000000.0,2120000000.0
728.77264,4830000000.0,2430000000.0
728.98224,6420000000.0,2650000000.0
729.19183,7200000000.0,2830000000.0
729.40137,6680000000.0,2830000000.0
729.61096,6280000000.0,2680000000.0
729.8205,5610000000.0,2390000000.0
730.02997,4850000000.0,2160000000.0
730.2395,4170000000.0,2020000000.0
730.44897,3640000000.0,1920000000.0
730.65845,3090000000.0,1730000000.0
730.86792,3400000000.0,1920000000.0
731.07739,3590000000.0,2010000000.0
731.2868,4110000000.0,2000000000.0
731.49622,3620000000.0,1840000000.0
731.70563,3240000000.0,2040000000.0
731.91498,4440000000.0,2310000000.0
732.12439,5600000000.0,3860000000.0
732.33374,10400000000.0,7400000000.0
732.54303,17100000000.0,13200000000.0
732.75238,26400000000.0,19400000000.0
732.96167,20200000000.0,15100000000.0
733.17096,5380000000.0,4340000000.0
733.38025,1720000000.0,1750000000.0
733.58948,1700000000.0,1400000000.0
733.79871,1070000000.0,825000000.0
734.00793,561000000.0,244000000.0
734.21716,42959776.0,55783829.0
734.42633,942000000.0,77486170.0
734.6355,3160000000.0,1110000000.0
734.84467,3280000000.0,1370000000.0
735.05383,3470000000.0,1240000000.0
735.26294,3590000000.0,1160000000.0
735.47205,3810000000.0,1100000000.0
735.68115,3930000000.0,982000000.0
735.89026,4320000000.0,831000000.0
736.0993,3650000000.0,685000000.0
