target,sol_range,SiO2_RMSE,TiO2_RMSE,Al2O3_RMSE,FeOT_RMSE,MgO_RMSE,CaO_RMSE,Na2O_RMSE,K2O_RMSE
scct pmien0602,427-527,1.506734880461724,0.019999999999999997,1.867310900733994,3.8948684188300895,2.2514550850505546,0.3001666203960727,0.2316246964380094,0.8945389874119518
scct pmifa0306,327-427,3.1500000000000057,0.01,0.8300000000000001,0.5300000000000011,2.6999999999999993,1.3599999999999999,0.64,0.01
scct pmifa0306,227-327,2.6548320725298895,0.01,0.9055385138137416,5.682452522165644,2.3678471234435716,1.3727587794899243,0.4570193285482209,0.2605762844159077
scct pmifa0306,27-127,2.7248608527164624,0.01,2.140381585917178,8.383163682842735,1.6576288285781406,1.3905634349668003,0.4277849927241487,0.6597726881282674
scct pmifa0306,127-227,3.9200000000000017,0.01,2.66,1.5500000000000007,0.8399999999999999,1.85,0.7,0.19999999999999998
scct pmifa0306,427-527,1.5282997088267787,0.01,1.2431009613060395,4.862149730314772,1.8798005213319844,1.8462123388169631,0.7288689868556626,0.022360679774997897
scct pmifs0505,27-127,0.8650722513177734,0.02,2.253341962508132,32.32603787970311,45.63635064288117,4.110145982808883,0.5094850341275983,0.2079062288629179
scct pmifs0505,427-527,1.400714103591448,0.03807886552931954,1.2218428704215611,29.557368793585127,45.075900989331316,3.506315730221681,0.34014702703389893,0.02
scct pmifs0505,327-427,1.4200000000000017,0.02,1.47,36.7,45.03,4.1499999999999995,0.65,0.02
scct pmifs0505,227-327,3.2192235088604826,0.017320508075688773,1.6560696442682192,34.7793784686654,45.029990006661116,4.100398354631738,0.35632382276051466,0.02
scct pmifs0505,127-227,0.46000000000000085,0.01,1.6199999999999999,34.65,45.230000000000004,3.98,0.49,0.02
scct pmior0507,27-127,14.235356218467688,0.030000000000000002,16.577988418381768,45.39678292566557,4.065566791153889,1.5792297700672524,1.0271319292087069,13.830607361934616
scct pmior0507,127-227,15.299999999999997,0.030000000000000002,16.05,45.43,4.199999999999999,1.7799999999999998,1.31,14.34
scct pmior0507,427-527,17.436570763771183,0.02,16.26018757579383,45.45500027499725,4.20566879342632,1.7801123560045302,1.16400171821179,14.727501485316509
scct pmior0507,227-327,16.21260929030241,0.03109126351029605,16.68928298839308,45.413423125767565,4.002986385187938,1.7866915421153888,1.2814835153056006,14.757558515328112
scct sherg02,27-127,11.411570882223007,0.11101801655587258,2.2466697576635517,4.995715664446887,0.8241965784932619,1.3331260255504738,0.8152760268767874,0.2518928343561999
scct sherg02,127-227,12.594746920839654,0.0651920240520265,1.8501081049495471,4.487772275862492,0.4306390600026896,1.3905754204644938,1.2114866899805379,0.48877397639399744
scct sherg02,227-327,12.053962004254036,0.08062257748298551,1.0890821823902919,6.330387033981415,0.7074249076757193,1.4709180806557518,1.3197348218486924,0.610982814815605
scct sherg02,427-527,11.051049723895009,0.0905538513813742,1.9008550707510568,5.751704095309493,0.31599050618649915,0.9004998611882192,0.8235593481953803,0.324499614791759
scct tapag0206,227-327,,,,,,7.969213679320354,,
scct tapag0206,127-227,,,,,,6.990000000000002,,
scct tapag0206,427-527,,,,,,5.8340594786135025,,
scct tapag0206,327-427,,,,,,12.14,,
scct tapag0206,27-127,,,,,,8.754939558138977,,
scct tserp0102,127-227,4.7970511775464715,0.007071067811865475,2.2240953216982406,0.07382411530116702,10.383621718841649,0.31693847983480955,,2.1505929414931133
scct tserp0102,427-527,4.125869605307469,0.01,1.7256448070214216,0.07071067811865482,9.786623523973933,0.3605551275463989,,1.065950280266392
scct tserp0102,227-327,4.656957161065582,0.0,1.8384776310850233,0.16985287751463043,8.301280021779775,0.36055512754639896,,2.05526154053444
scct tserp0102,27-127,4.208538938871783,0.005773502691896258,1.762658976281761,0.12192894105447949,9.498598142182175,0.4825280648141964,,1.6670232951781647
scct tsrich0404,27-127,15.92633165546919,,4.303047757113556,1.5403051645696706,0.5109990215254822,1.7805055461862511,0.6704923564068422,10.42765937303286
scct tsrich0404,227-327,22.482253000978353,,5.070034516647791,2.724233837246722,0.6378871373526824,2.176235281397671,0.7020327627682343,23.730750093496834
scct tsrich0404,127-227,24.223464863639965,,6.9782662603256975,6.593879738060136,0.6146543744251726,2.2426992665089984,0.8567671795768089,18.520784270651177
scct tsrich0404,427-527,24.682013694186296,,7.596199707748605,5.615594358569714,0.8210054811022882,1.735583475376509,0.6942621983083912,15.53648930743365
